No,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},PM-1(µg/m3}
1714,1/2/2020 1:00,31.977,7.5806,62.3952,54.3419,43.4042,0.7839,31.1931,518.2812,39.6939
1715,1/2/2020 2:00,34.1991,8.8817,58.7886,50.6408,41.7844,0.9849,33.2142,567.6042,38.0309
1716,1/2/2020 3:00,32.2061,12.6612,44.2172,60.4835,49.7127,1.342,30.8641,637,45.3641
1717,1/2/2020 4:00,26.8934,12.1359,37.1933,69.1411,59.3153,1.2893,25.6041,653.8393,54.5487
1718,1/2/2020 5:00,27.9869,9.0307,33.201,73.0486,62.377,1.4747,26.5122,654.6065,57.5214
1719,1/2/2020 6:00,33.0124,8.3226,32.6343,83.1194,72.2595,1.4818,31.5306,628.4375,67.8664
1720,1/2/2020 7:00,19.4998,8.8088,59.7111,99.4131,92.5828,0.5516,18.9481,664.375,89.5276
1721,1/2/2020 8:00,30.4599,8.6277,51.8499,115.9052,104.9135,3.0434,27.4165,813.1845,100.9371
1722,1/2/2020 9:00,40.381,8.0708,39.9884,131.8743,109.3593,3.6001,36.7809,919.0278,103.0147
1723,1/2/2020 10:00,41.1304,7.9115,41.8215,141.5681,114.0728,4.8413,36.289,995.5209,106.5933
1724,1/2/2020 11:00,61.9462,7.8251,34.4282,130.9989,103.0228,5.721,56.2253,1107.2135,95.283
1725,1/2/2020 12:00,104.6967,13.1878,20.9187,167.1315,140.6956,35.2766,69.4201,1061.6319,131.3132
1726,1/2/2020 13:00,41.9417,11.664,41.242,151.0755,135.5227,3.1907,38.751,1008.8887,125.2881
1727,1/2/2020 14:00,22.0872,9.3474,92.8437,89.4344,79.457,1.311,20.7762,573.125,74.4384
1728,1/2/2020 15:00,34.9168,11.0178,84.5602,88.7339,76.9913,1.9829,32.9339,554.6429,71.8542
1729,1/2/2020 16:00,43.5071,9.9199,60.3094,96.1218,83.2884,4.1011,39.406,677.6042,77.3468
1730,1/2/2020 17:00,50.0925,9.1754,40.6588,110.6425,95.6329,5.9835,44.109,817.8125,88.6151
1731,1/2/2020 18:00,49.6803,8.3283,40.137,126.4796,99.3782,6.1044,43.576,1106.9167,90.0816
1732,1/2/2020 19:00,51.0968,8.1439,31.495,132.9328,105.7158,6.7167,44.3801,1469.6875,95.2564
1733,1/2/2020 20:00,50.6486,7.5184,33.7864,125.9072,100.166,6.0421,44.6065,1031.7857,91.9032
1734,1/2/2020 21:00,35.7546,7.1776,43.8233,114.7695,87.8136,3.1765,32.5782,1251.8126,80.3104
1735,1/2/2020 22:00,20.5698,6.9424,52.2471,81.9911,74.2784,0.8514,19.7184,1273.2407,69.7559
1736,1/2/2020 23:00,20.221,6.8169,49.9085,87.1934,77.696,0.7971,19.424,1045.0926,73.4038
1737,2/2/2020 0:00,20.2059,6.6352,44.6244,84.6206,77.1385,1.1345,19.0714,848.75,73.4018
1738,2/2/2020 1:00,25.7856,7.0999,34.8809,124.5908,110.4299,2.115,23.6706,883.0208,103.6335
1739,2/2/2020 2:00,41.8183,7.0706,22.7652,141.2743,120.9383,3.2562,38.5621,931.7014,110.8289
1740,2/2/2020 3:00,28.6871,6.8922,32.9639,136.9294,117.653,2.1257,26.5613,802.2917,105.7042
1741,2/2/2020 4:00,26.2841,6.6606,28.5209,110.1665,98.2002,1.4695,24.8146,674.7917,86.7684
1742,2/2/2020 5:00,28.3784,6.7886,29.6965,141.4781,130.1033,2.5363,25.8421,715.8333,115.4216
1743,2/2/2020 6:00,39.3879,7.2239,32.0396,124.375,112.7945,9.7128,29.6752,718.8542,101.6376
1744,2/2/2020 7:00,34.1541,7.915,22.3193,106.727,102.4052,8.337,25.8171,687.0833,94.8635
1745,2/2/2020 8:00,42.1213,15.9755,20.834,125.0465,116.1676,8.8594,33.262,721.6146,107.8322
1746,2/2/2020 9:00,43.9596,10.5337,12.3959,131.9953,112.0829,8.1182,35.8414,795.2344,101.3025
1747,2/2/2020 10:00,57.2857,10.6135,17.0922,141.3078,119.8808,17.1406,40.1451,936.2917,110.035
1748,2/2/2020 11:00,50.3535,14.7185,22.0358,141.5141,122.2379,11.7013,38.6522,997.6668,112.8204
1749,2/2/2020 12:00,62.2931,10.2388,16.594,145.8922,117.9425,11.8947,50.3983,1050,107.6998
1750,2/2/2020 13:00,49.9336,9.5393,22.0005,147.0869,124.1565,6.9339,42.9996,980.9896,113.6248
1751,2/2/2020 14:00,67.904,8.611,26.5339,148.637,127.6117,20.5712,47.3327,984.479,115.3597
1752,2/2/2020 15:00,45.6892,9.6191,31.1128,158.904,135.2679,5.7732,39.9161,1030,121.693
1753,2/2/2020 16:00,46.8853,8.7969,49.5238,165.8185,137.9608,6.2276,40.6576,1032.2137,123.5667
1754,3/2/2020 1:00,37.8726,6.0251,7.3791,134.1216,123.2821,4.0021,33.8705,1174.792,112.5239
1755,3/2/2020 2:00,43.9276,6.4561,7.5664,141.928,123.0897,4.9697,38.9579,1221.4352,110.2899
1756,3/2/2020 3:00,44.7209,6.4912,5.7204,142.5044,122.871,3.823,40.8979,1244.5,109.2499
1757,3/2/2020 4:00,45.4861,6.945,6.629,260.4239,230.7888,6.2958,39.1903,1201.667,205.4814
1758,3/2/2020 5:00,61.2336,6.6662,5.4932,132.9084,123.1435,8.9987,52.2349,1164.792,113.1288
1759,3/2/2020 6:00,32.8707,6.867,10.9757,95.9878,87.9992,4.3,28.5707,746.4323,81.9148
1760,3/2/2020 7:00,26.4537,7.0725,12.308,82.3698,73.2938,1.6337,24.82,688.1771,67.556
1761,3/2/2020 8:00,33.0007,6.6241,7.4112,84.5806,76.4525,5.9444,27.0563,915.2257,71.1122
1762,3/2/2020 9:00,57.7702,6.4493,4.9051,90.3213,77.9937,24.088,33.6822,971.875,71.7944
1763,3/2/2020 10:00,70.5656,6.3029,8.3373,73.5983,61.67,25.8275,44.7381,1029.4048,55.6896
1764,3/2/2020 11:00,76.124,6.3639,11.2462,70.4219,60.3761,24.6822,51.4418,1083.2387,55.3506
1765,3/2/2020 12:00,85.4742,6.1824,8.8658,77.6977,68.7245,31.2075,54.2667,1349.2188,63.709
1766,3/2/2020 13:00,92.3075,6.1633,6.6385,79.1662,70.5899,31.9039,60.4036,1326.1807,65.4658
1767,3/2/2020 14:00,73.1815,6.5303,7.605,77.2275,72.1565,27.5091,45.6724,1236.354,68.8492
1768,3/2/2020 15:00,88.6002,7.243,8.247,86.7342,80.4149,46.3015,42.2987,1308.4375,75.8513
1769,3/2/2020 16:00,89.0099,7.0404,9.9078,74.8679,65.8625,24.9798,64.03,1246.042,60.6026
1770,3/2/2020 17:00,74.8799,7.2735,13.6106,46.9055,42.1658,24.2457,50.6342,1095.9469,40.3976
1771,3/2/2020 18:00,30.5212,7.4447,18.7324,10.6133,8.1239,7.2506,23.2706,761.8561,7.4184
1772,3/2/2020 19:00,36.1723,7.2982,21.1436,12.211,8.4677,12.5777,23.5945,775.303,7.4873
1773,3/2/2020 20:00,23.3973,6.9983,25.5744,6.8116,4.8811,5.5141,17.8832,651.5341,4.3473
1774,3/2/2020 21:00,18.8724,6.5854,22.8609,11.2016,8.1931,2.1497,16.7227,679.6402,7.0903
1775,3/2/2020 22:00,20.7692,6.4931,19.9322,14.7184,11.2451,2.131,18.6382,693.8447,9.9973
1776,3/2/2020 23:00,8.7807,6.2664,27.4726,9.954,7.9545,0.9652,7.8155,610.2273,7.2983
1777,4/2/2020 0:00,5.8792,6.4159,27.4827,6.7398,5.2461,0.47,5.4092,545.9091,4.7532
1778,4/2/2020 1:00,4.8997,6.38,27.7616,6.5912,5.1981,0.1886,4.7111,524.7159,4.7648
1779,4/2/2020 2:00,5.4255,6.3297,27.4099,8.8424,7.0306,0.4844,4.9411,510.928,6.5263
1780,4/2/2020 3:00,4.0779,5.928,27.4886,12.3438,9.7004,0.2826,3.7952,524.6023,8.6694
1781,4/2/2020 4:00,5.7445,6.1031,27.3604,8.5146,7.3367,1.2444,4.5001,555.1705,6.8099
1782,4/2/2020 5:00,8.4164,6.2214,26.4225,11.6908,10.3892,0.8458,7.5705,601.4583,9.6148
1783,4/2/2020 6:00,8.9153,6.2352,23.736,12.9252,11.5088,0.6944,8.221,595.4356,10.2332
1784,4/2/2020 7:00,10.7237,6.3626,23.1434,13.4617,11.8208,1.298,9.4257,658.9205,11.0859
1785,4/2/2020 8:00,12.4307,6.1685,23.3896,16.2453,14.2921,1.3341,11.0966,669.3371,13.3076
1786,4/2/2020 9:00,20.6384,6.3531,20.2962,27.5162,21.5499,3.7274,16.911,762.0455,19.0976
1787,4/2/2020 10:00,39.6651,7.4733,18.4113,20.0711,15.8252,17.3839,22.2812,796.0038,14.1597
1788,4/2/2020 11:00,53.2754,8.6216,18.9201,17.9908,13.1029,23.8715,29.4039,811.553,11.6098
1789,4/2/2020 12:00,41.2805,7.0226,13.7802,16.4101,12.4809,19.8029,21.4776,757.2383,11.2547
1790,4/2/2020 13:00,23.8712,7.4954,15.7004,15.3284,11.1699,8.1074,15.7638,690.5114,9.7439
1791,4/2/2020 14:00,17.0172,7.3307,20.1997,17.4646,13.4555,4.6226,12.3946,688.1818,11.9278
1792,4/2/2020 15:00,19.9048,6.6829,22.2547,30.0732,26.1475,5.5884,14.3164,711.4015,23.4215
1793,4/2/2020 16:00,21.7501,6.4259,23.8545,22.4599,18.627,6.8561,14.894,659.072,16.8422
1794,4/2/2020 17:00,23.155,6.3882,23.2269,32.6865,28.3915,6.5528,16.6022,676.6288,26.3632
1795,4/2/2020 18:00,35.1537,6.1828,21.7537,17.3918,13.7912,12.0456,23.1081,714.053,12.6413
1796,4/2/2020 19:00,19.1205,6.2001,23.4821,17.3674,14.0485,3.1506,15.9699,750.8902,12.9292
1797,4/2/2020 20:00,29.4025,6.1442,18.3418,27.1744,23.4201,8.9033,20.4992,782.8409,21.7584
1798,4/2/2020 21:00,16.5738,5.9752,21.166,14.1926,11.6961,2.9766,13.5972,732.6326,10.9335
1799,4/2/2020 22:00,9.7299,5.9592,25.7313,13.3757,11.5097,0.8868,8.8431,651.7045,10.7967
1800,4/2/2020 23:00,9.854,5.762,25.5608,14.3798,11.7749,1.4074,8.4466,620.0379,10.9492
1801,5/2/2020 0:00,5.3146,5.879,26.3394,14.3468,12.1129,0.39,4.9246,595.4924,11.167
1802,5/2/2020 1:00,4.6114,5.9003,26.0589,16.0863,13.9058,0.0832,4.5281,563.4659,12.8256
1803,5/2/2020 2:00,5.6938,5.755,23.8751,15.1325,12.8127,0.597,5.0968,593.1076,11.9405
1804,5/2/2020 3:00,5.0954,5.8101,22.3414,16.0459,13.1983,0.3062,4.7892,632.5,12.0844
1805,5/2/2020 4:00,4.9058,5.7993,21.9713,14.3517,12.3351,0.1994,4.7065,588.8636,11.3504
1806,5/2/2020 5:00,7.6253,6.3317,22.442,11.6869,9.7204,1.1418,6.4835,597.0312,8.9911
1807,5/2/2020 6:00,9.3717,6.6244,21.4641,9.8503,8.3396,2.0433,7.3284,640.2084,7.6554
1808,5/2/2020 7:00,8.4102,6.3457,22.1236,14.5865,12.7343,1.2756,7.1345,645.0947,11.8433
1809,5/2/2020 8:00,17.2492,6.5653,20.1153,22.6286,20.5809,6.2055,11.0437,676.0417,19.5128
1810,5/2/2020 9:00,25.3797,6.9966,20.077,13.3387,10.8244,9.1628,16.217,690.1515,9.572
1811,5/2/2020 10:00,51.2677,8.5479,16.5875,14.4041,11.7561,24.106,27.1617,761.0606,10.7137
1812,5/2/2020 11:00,73.5893,7.319,15.5027,20.8866,16.9141,36.4334,37.1559,890.9281,15.5484
1813,5/2/2020 12:00,100.7208,6.9983,9.9429,26.0601,21.8144,57.2489,43.472,882.5189,20.2123
1814,5/2/2020 13:00,122.1091,6.9043,10.3448,70.2246,61.8456,74.1292,47.9799,923.9015,57.5836
1815,5/2/2020 14:00,44.9971,6.5009,17.1002,23.6193,19.4784,21.4268,23.5703,728.2197,17.3837
1816,5/2/2020 15:00,54.3359,6.8038,15.4777,14.4522,11.943,26.4096,27.9263,785.5303,10.8454
1817,5/2/2020 16:00,28.1678,6.5269,21.0222,25.3219,21.0189,7.8942,20.2736,697.6894,18.9905
1818,5/2/2020 17:00,37.6706,6.6755,18.6162,39.7565,33.0746,13.1592,24.5114,690.928,29.6049
1819,5/2/2020 18:00,59.8056,6.5689,12.7437,39.8485,32.4075,28.9097,30.8959,885.2651,28.7729
1820,5/2/2020 19:00,75.7947,6.4372,10.164,23.6144,19.7417,41.2826,34.5122,1007.5568,18.5695
1821,5/2/2020 20:00,51.1844,6.7468,7.605,32.6579,27.9786,19.9373,31.247,1087.6042,26.426
1822,5/2/2020 21:00,60.6642,7.4114,3.9669,41.7593,35.0079,24.2408,36.4234,1062.5868,32.6761
1823,5/2/2020 22:00,48.9542,7.1236,4.1756,29.6458,25.3674,13.9453,35.0089,999.2235,23.5682
1824,5/2/2020 23:00,50.0187,7.7662,4.0717,33.5555,27.116,17.1597,32.859,996.0985,25.2384
1825,6/2/2020 0:00,42.7554,7.7099,4.2639,37.2501,29.1615,12.7399,30.0155,990.6439,26.6499
1826,6/2/2020 1:00,39.7783,7.5135,3.9727,44.2861,38.0816,10.3753,29.403,951.7361,35.8172
1827,6/2/2020 2:00,38.8227,7.751,4.0532,64.6625,58.7457,10.4211,28.4015,896.25,55.6125
1828,6/2/2020 3:00,32.7322,7.4135,4.0301,35.2706,27.6751,7.2707,25.4615,819.7917,24.6649
1829,6/2/2020 4:00,28.9955,7.3359,4.3763,52.8345,43.4795,4.9625,24.033,834.9242,37.5582
1830,6/2/2020 5:00,32.2818,6.942,4.5419,55.8981,45.4767,7.0531,25.2287,834.5833,37.3781
1831,6/2/2020 6:00,31.9031,7.9196,6.7287,53.5636,45.0958,10.329,21.5742,830.3788,36.8582
1832,6/2/2020 7:00,45.9665,8.895,4.8448,63.2005,50.3506,23.6865,22.28,893.2576,38.2521
1833,6/2/2020 8:00,54.8531,10.114,4.1321,68.7116,61.9982,29.1828,25.6703,1110.2652,52.8112
1834,6/2/2020 9:00,74.0719,10.5222,4.7789,75.0009,68.1958,47.8837,26.1882,1067.5568,58.0564
1835,6/2/2020 10:00,76.7561,10.5066,5.9335,85.2386,75.6292,50.9641,25.792,1098.731,63.6664
1836,6/2/2020 11:00,86.7678,13.0663,6.7469,98.7393,83.4738,59.1502,27.6176,1182.2917,72.9254
1837,6/2/2020 12:00,87.1841,12.503,6.0965,76.1032,64.7935,47.746,39.438,1198.466,56.392
1838,6/2/2020 13:00,78.8806,11.2602,10.3474,64.806,58.6587,36.8088,42.0718,1011.5341,52.6515
1839,6/2/2020 14:00,84.7378,13.1664,10.7897,65.4899,59.0493,40.4629,44.2749,1006.3258,53.7443
1840,6/2/2020 15:00,68.4464,14.8239,16.4936,62.335,53.4229,25.0513,43.3951,907.178,49.0465
1841,6/2/2020 16:00,65.3345,12.9298,23.7207,65.4397,52.8668,17.316,48.0185,887.9356,47.8635
1842,6/2/2020 17:00,57.6764,10.8645,26.3647,63.336,48.2335,11.4347,46.2418,851.7614,43.6374
1843,6/2/2020 18:00,55.5442,9.321,24.264,60.4358,42.3255,10.8887,44.6555,818.9394,38.1693
1844,6/2/2020 19:00,60.9545,8.2606,16.4202,61,41.7093,9.5989,51.3556,850.4167,37.335
1845,6/2/2020 20:00,80.1685,7.9456,6.0774,72.4193,49.745,22.2158,57.9527,1016.7993,44.1045
1846,6/2/2020 21:00,66.7117,7.7341,5.3344,65.3611,47.6486,14.94,51.7717,1063.6174,42.9206
1847,6/2/2020 22:00,72.4796,7.5075,4.4188,54.6378,39.2828,27.7861,44.6935,1098.1439,35.0187
1848,6/2/2020 23:00,77.0424,7.4711,4.8808,63.2546,48.19,31.7878,45.2546,1155.947,43.7352
1849,7/2/2020 0:00,92.0245,10.0702,9.7958,415.6765,373.3751,52.0456,39.9789,1830.5871,343.5412
1850,7/2/2020 1:00,86.0425,9.087,5.1351,278.3738,243.0196,48.0295,38.013,1425.9658,223.0486
1851,7/2/2020 2:00,83.0468,11.1453,7.418,596.8239,546.1951,41.0755,41.9713,1714.3183,507.212
1852,7/2/2020 3:00,79.5012,11.8478,5.3672,413.2198,372.0219,42.8977,36.6035,1398.3334,338.4923
1853,7/2/2020 4:00,77.2843,9.8583,5.8205,317.7813,273.9942,46.7282,30.5561,1363.0493,244.8405
1854,7/2/2020 5:00,67.9208,9.5078,6.1342,347.2404,300.1014,37.5129,30.4079,1389.5644,271.8068
1855,7/2/2020 6:00,52.5331,8.9891,4.7194,214.8257,188.1842,24.6538,27.8793,1088.1772,174.2028
1856,7/2/2020 7:00,42.6627,8.0245,3.9684,50.265,45.0619,13.6014,29.0613,865.6439,42.1309
1857,7/2/2020 8:00,49.018,7.635,4.2366,35.4759,32.3712,23.0445,25.9735,896.875,30.4586
1858,7/2/2020 9:00,67.3444,7.3524,4.8724,41.9274,36.8045,41.2925,26.0519,1069.9431,33.8015
1859,7/2/2020 10:00,69.5123,7.2644,5.2279,60.3325,50.2146,38.6164,30.8959,1096.7614,45.9978
1860,7/2/2020 11:00,79.512,7.0768,5.879,44.7397,37.076,41.7514,37.7606,1179.7916,34.1924
1861,7/2/2020 12:00,69.6379,7.1985,10.5036,56.7186,47.7042,27.3171,42.3208,1073.5985,44.1905
1862,7/2/2020 13:00,66.9327,7.4208,12.6515,60.5494,48.9473,24.0567,42.876,1033.106,43.3142
1863,7/2/2020 14:00,54.8402,7.3515,17.9178,57.6486,48.0599,16.0573,38.7829,917.4811,41.9804
1864,7/2/2020 15:00,56.9361,7.3177,20.0484,60.3,51.9215,15.2212,41.7149,887.5,45.3212
1865,7/2/2020 16:00,63.5228,6.945,21.5427,63.3462,51.3815,14.8854,48.6375,927.7841,45.3057
1866,7/2/2020 17:00,77.9424,7.1127,18.6175,72.5981,57.7944,17.2868,60.6556,975.9091,50.7323
1867,7/2/2020 18:00,91.0804,6.9983,13.4778,81.146,64.0259,22.9816,68.0988,1093.0303,56.4312
1868,7/2/2020 19:00,110.9249,6.7717,10.8267,90.2959,72.3685,39.089,71.8358,1696.3825,64.0203
1869,7/2/2020 20:00,95.5432,6.7981,6.7453,94.5309,77.5069,30.7211,64.8221,2047.8597,69.882
1870,7/2/2020 21:00,94.8875,6.8007,7.4242,96.2645,82.4791,29.8065,65.081,2096.9508,75.0067
1871,7/2/2020 22:00,79.9684,6.8276,8.8558,81.9316,70.408,31.8167,48.1517,1794.375,64.813
1872,7/2/2020 23:00,65.8694,6.7383,5.0231,57.5967,47.0528,23.3653,42.5041,1379.053,42.7701
1873,8/2/2020 0:00,63.3011,6.8887,3.5217,54.4238,42.6456,12.2042,51.097,854.4697,38.2924
1874,8/2/2020 1:00,27.1605,7.241,7.032,35.5686,28.8652,3.3285,23.832,786.3258,26.3535
1875,8/2/2020 2:00,39.4535,7.4494,3.9824,53.7437,43.5978,7.1463,32.3072,1016.1176,39.4934
1876,8/2/2020 3:00,21.6946,7.4451,6.0036,33.7867,26.4874,3.0984,18.5962,784.9621,24.1258
1877,8/2/2020 4:00,15.609,7.2323,7.9398,28.164,23.3987,2.1379,13.4711,667.0644,21.3909
1878,8/2/2020 5:00,13.8279,7.0816,8.8889,16.024,11.5038,1.7544,12.0735,645.6629,9.7993
1879,8/2/2020 6:00,30.2537,8.4578,10.8683,28.6571,16.3639,10.1018,20.1519,631.4204,12.5727
1880,8/2/2020 7:00,23.7126,8.8621,7.4239,29.7437,21.5118,5.8883,17.8244,640.1515,17.9695
1881,8/2/2020 8:00,38.7022,8.2524,7.4508,29.6067,22.5829,13.7265,24.9757,800.7575,19.2748
1882,8/2/2020 9:00,32.9671,7.9608,6.481,29.9559,25.6253,10.4991,22.468,897.9735,23.5243
1883,8/2/2020 10:00,44.4061,8.6151,7.1622,28.3084,21.8894,21.1265,23.2796,1032.3675,19.7104
1884,8/2/2020 11:00,70.2844,8.7178,8.2905,27.7124,22.7161,41.9666,28.3178,1072.5378,20.7297
1885,8/2/2020 12:00,61.4304,10.491,8.0905,30.6976,22.4971,34.2043,27.2261,896.4394,19.6283
1886,8/2/2020 13:00,55.4254,10.6934,9.5078,29.6185,20.8279,30.7089,24.7165,1038.0114,18.5856
1887,8/2/2020 14:00,37.5896,11.859,11.9933,24.1429,17.5738,17.2174,20.3723,940.8144,15.652
1888,8/2/2020 15:00,31.2955,10.8338,12.7434,22.813,15.4458,14.4365,16.859,923.2765,13.6921
1889,8/2/2020 16:00,42.1143,9.5385,12.3489,26.6924,18.5555,20.7797,21.3345,962.2728,16.5453
1890,8/2/2020 17:00,38.2178,8.4886,11.8911,28.5713,19.1746,15.518,22.6998,1087.1782,16.9551
1891,8/2/2020 18:00,38.3764,8.908,17.4629,30.3365,16.3864,13.641,24.7355,884.6212,13.6565
1892,8/2/2020 19:00,28.5499,8.7858,19.2006,31.807,17.2289,7.4453,21.1045,902.7462,14.4463
1893,8/2/2020 20:00,25.5256,8.6225,20.3036,28.7719,12.1677,6.7128,18.8128,883.6174,9.4637
1894,8/2/2020 21:00,19.2854,8.3651,20.2757,34.2173,21.7995,4.0005,15.2849,829.2614,18.9285
1895,8/2/2020 22:00,17.3022,8.0227,17.8528,22.3577,9.1205,2.9921,14.3102,790.322,6.8445
1896,8/2/2020 23:00,13.7408,7.6566,19.0928,15.2939,7.426,2.1304,11.6104,703.0492,5.8107
1897,9/2/2020 0:00,12.4803,7.602,17.1628,20.4407,7.8361,0.9729,11.5074,703.5796,5.3953
1898,9/2/2020 1:00,15.3765,7.3701,15.5608,24.0129,9.49,2.3143,13.0622,713.5227,6.1603
1899,9/2/2020 2:00,12.3569,7.3671,14.9692,17.3591,8.2669,0.9516,11.4053,701.7424,5.9557
1900,9/2/2020 3:00,9.9835,7.2488,17.5921,20.7537,14.9386,0.5593,9.4241,660.6439,13.0753
1901,9/2/2020 4:00,8.7814,7.2518,21.4417,21.2908,13.8239,0.6052,8.1762,604.4508,11.6124
1902,9/2/2020 5:00,6.7052,6.9034,23.2308,13.6744,7.6473,0.578,6.1271,578.9583,6.0068
1903,9/2/2020 6:00,8.2624,6.848,22.8963,10.7494,5.282,2.2837,5.9787,569.697,3.8928
1904,9/2/2020 7:00,5.9082,6.9485,22.3807,8.5055,4.0712,0.9341,4.9741,553.7311,3.0144
1905,9/2/2020 8:00,9.0489,7.1197,23.4853,23.7283,20.1787,1.5867,7.4622,642.2159,18.6705
1906,9/2/2020 9:00,27.8995,6.7873,20.1556,6.9538,4.4983,11.6119,16.2876,737.2159,3.8004
1907,9/2/2020 10:00,54.1662,6.5689,14.2763,14.9753,11.3665,25.7603,28.4059,825.1326,10.5638
1908,9/2/2020 11:00,165.258,6.7327,7.7596,16.7962,13.1048,106.6191,58.6389,893.2197,12.1167
1909,9/2/2020 12:00,67.7342,6.4818,13.1194,19.2451,15.0032,35.1547,32.5796,833.3712,13.7471
1910,9/2/2020 13:00,70.5734,6.4679,13.5545,30.5273,23.6182,36.9554,33.6181,868.4848,21.3021
1911,9/2/2020 14:00,26.9514,6.685,22.459,16.7652,11.5806,9.6953,17.2561,695.0379,10.0918
1912,9/2/2020 15:00,23.6342,6.9598,26.1209,23.9289,17.4685,7.1593,16.4749,608.2008,15.4005
1913,9/2/2020 16:00,40.2035,7.0521,26.9395,24.5346,16.3432,15.3034,24.9001,673.8257,14.4564
1914,9/2/2020 17:00,66.4206,6.695,23.7392,44.9717,14.0599,30.7227,35.6979,639.0909,9.6469
1915,9/2/2020 18:00,42.304,6.7453,28.5298,44.502,22.3897,16.3025,26.0015,701.4205,18.3221
1916,9/2/2020 19:00,38.7689,6.9585,24.712,78.9387,50.5737,10.7184,28.0505,798.3901,43.1857
1917,9/2/2020 20:00,45.8517,6.835,18.7425,75.4456,45.1175,16.7543,29.0974,926.3258,37.9529
1918,9/2/2020 21:00,25.4052,6.5529,19.8341,35.9215,19.0805,5.1742,20.231,788.9583,15.8642
1919,9/2/2020 22:00,24.669,6.588,19.4,45.0064,23.4106,5.5303,19.1386,714.6401,19.3004
1920,9/2/2020 23:00,18.0504,6.3405,17.6496,39.7848,19.7187,1.9623,16.0881,633.1818,15.5658
1921,10/2/2020 0:00,13.1264,6.8467,18.7633,21.4194,13.8461,0.6558,12.4706,599.5076,12.1528
1922,10/2/2020 1:00,9.6287,6.9004,21.7758,18.2293,13.834,0.7847,8.844,553.1818,12.5423
1923,10/2/2020 2:00,8.29,6.9329,22.5171,23.8512,19.1659,0.7938,7.4962,527.8409,17.604
1924,10/2/2020 3:00,16.7364,6.451,14.3825,36.3061,19.6659,0.8923,15.8441,513.4848,15.2959
1925,10/2/2020 4:00,10.8762,6.484,20.7644,30.6953,16.6374,1.8072,9.069,501.5151,13.5662
1926,10/2/2020 5:00,8.841,6.3713,24.4481,22.3656,18.7212,1.8082,7.0328,521.875,17.2739
1927,10/2/2020 6:00,6.7737,6.383,25.4838,26.6134,21.2545,0.7449,6.0288,655.9659,19.5388
1928,10/2/2020 7:00,13.4954,6.5126,21.9106,31.5384,26.4101,2.4228,11.0726,974.072,24.6656
1929,10/2/2020 8:00,57.1899,6.6872,14.2896,45.9467,22.3833,32.2189,24.971,748.0114,17.9797
1930,10/2/2020 9:00,98.3586,6.8155,9.7328,86.228,34.6273,57.5774,40.7812,880.2841,25.4107
1931,10/2/2020 10:00,123.4879,7.1058,7.8207,139.064,40.5078,76.0616,47.4262,992.6326,24.0013
1932,10/2/2020 11:00,98.6344,8.8127,10.4926,121.1644,48.1412,53.706,44.9284,1069.8674,34.7927
1933,10/2/2020 12:00,93.0189,11.5717,12.803,138.3687,52.8739,45.3702,47.6488,908.9015,37.7561
1934,10/2/2020 13:00,125.6944,14.55,14.2003,133.6529,55.7011,63.2864,62.408,805.2652,39.6187
1935,10/2/2020 14:00,118.0934,19.2118,10.626,151.0929,60.6534,51.4909,66.6025,842.9356,41.7496
1936,10/2/2020 15:00,121.9793,26.523,12.7499,142.8611,67.5599,52.6742,69.3051,844.2803,49.854
1937,10/2/2020 16:00,142.0156,24.8192,8.8912,185.4306,66.6877,63.7028,78.3128,969.9053,42.8047
1938,10/2/2020 17:00,200.3116,22.428,8.2928,175.6518,69.1273,114.9259,85.3857,1082.8408,46.2204
1939,10/2/2020 18:00,186.9574,16.5876,8.6067,177.5805,65.7448,105.2042,81.7532,1133.447,42.5969
1940,10/2/2020 19:00,129.9753,13.7622,3.2168,160.9189,73.2455,49.822,80.1533,1070.6439,54.1406
1941,10/2/2020 20:00,117.874,11.1748,3.447,104.6285,64.469,40.9234,76.9506,1027.5568,53.7072
1942,10/2/2020 21:00,115.6801,10.4576,3.5444,99.7714,64.1521,41.5469,74.1332,1055.909,54.493
1943,10/2/2020 22:00,88.901,9.9706,3.6441,94.9485,63.1825,16.481,72.42,896.6667,53.8674
1944,10/2/2020 23:00,84.5022,9.5732,3.9084,99.4162,68.2718,16.8854,67.6167,862.7841,58.5693
1945,11/2/2020 0:00,86.6335,9.4029,3.7441,112.1545,75.028,17.3857,69.2478,968.1249,63.6791
1946,11/2/2020 1:00,85.2028,9.0289,3.7977,81.7965,64.8144,18.4845,66.7183,914.4129,57.5405
1947,11/2/2020 2:00,85.278,8.6987,4.0603,83.6039,67.9825,19.7457,65.5322,1368.5038,60.7597
1948,11/2/2020 3:00,78.7879,8.6597,4.1107,87.4439,73.7131,16.2822,62.5057,1412.4432,66.6492
1949,11/2/2020 4:00,71.8012,8.5852,4.474,76.287,66.6426,14.5593,57.2419,1463.0872,60.5517
1950,11/2/2020 5:00,73.6039,8.138,4.5763,76.3784,68.713,21.3056,52.2983,1543.9583,62.8645
1951,11/2/2020 6:00,73.4827,8.1445,4.473,87.6621,72.9286,24.5449,48.9378,1416.5341,65.2375
