No,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},PM-1(µg/m3}
1952,11/2/2020 7:00,76.459,8.7018,4.5337,99.2125,80.7124,24.7526,51.7063,1278.6365,71.5103
1953,11/2/2020 8:00,93.9093,8.9683,5.0003,86.8048,76.3349,43.0924,50.8169,1453.7123,69.6066
1954,11/2/2020 9:00,138.7614,9.3384,5.1121,87.5384,73.5827,76.7628,61.9986,1635.9167,66.5293
1955,11/2/2020 10:00,129.362,11.3477,5.3685,100.7907,82.5528,58.4632,70.8988,1373.0683,73.9718
1956,11/2/2020 11:00,210.0321,11.5444,5.6137,108.2391,88.8677,135.836,74.1961,1677.5002,79.9466
1957,11/2/2020 12:00,224.719,13.9252,8.0301,98.9942,80.0413,128.3683,96.3507,1401.4773,72.053
1958,11/2/2020 13:00,206.4684,15.1346,11.9826,107.2461,74.5917,103.2275,103.2409,1068.3144,62.6086
1959,11/2/2020 14:00,135.5994,16.3536,21.1995,137.3044,86.3035,39.6811,95.9184,1016.4014,73.0134
1960,11/2/2020 15:00,58.9212,12.9818,34.2607,102.6274,52.4608,7.3592,51.5619,607.2727,42.284
1961,11/2/2020 16:00,62.4043,10.5408,39.814,124.9159,51.669,7.1834,55.2209,590.322,38.3183
1962,11/2/2020 17:00,64.824,9.3951,48.2821,130.5281,59.6746,5.6589,59.1652,669.3561,46.152
1963,11/2/2020 18:00,98.1907,8.8313,33.6331,128.8901,67.1846,13.6985,84.4922,848.9962,54.2482
1964,11/2/2020 19:00,73.6753,8.723,39.3104,120.6888,74.1747,6.0598,67.6155,1008.8825,63.5031
1965,11/2/2020 20:00,63.3629,8.4396,34.7984,101.3068,65.7315,4.6689,58.694,1016.3068,57.6999
1966,11/2/2020 21:00,62.8208,8.0565,24.3799,102.103,72.2216,4.9188,57.9019,1022.2158,64.8322
1967,11/2/2020 22:00,40.8681,7.6098,28.1126,83.2384,62.7716,2.9722,37.896,856.8561,56.4807
1968,11/2/2020 23:00,32.8255,7.6116,32.1453,78.7477,51.7167,2.5168,30.3088,648.316,43.1807
1969,12/2/2020 0:00,35.5017,7.4624,30.9111,52.2929,42.1275,3.7086,31.7931,582.4432,37.9814
1970,12/2/2020 1:00,70.8402,7.7246,5.9566,81.8198,61.5993,13.5354,57.3047,977.6515,54.5926
1971,12/2/2020 2:00,64.0027,7.6912,5.0072,98.2701,75.8161,16.7246,47.2781,959.8106,67.6337
1972,12/2/2020 3:00,61.8051,7.3576,4.8503,72.2592,56.7236,19.4127,42.3924,975.5871,50.959
1973,12/2/2020 4:00,63.5456,7.4009,5.2857,130.645,114.6663,22.3819,41.1637,1055.2652,106.8946
1974,12/2/2020 5:00,53.9307,7.3792,5.939,115.2815,101.1669,13.4327,40.498,1072.6893,93.0594
1975,12/2/2020 6:00,47.8634,6.958,4.5873,59.0543,54.9494,12.9968,34.8666,1016.6856,51.8816
1976,12/2/2020 7:00,53.7397,6.6478,4.8062,49.0352,45.1217,16.5853,37.1544,948.3712,43.2461
1977,12/2/2020 8:00,77.8988,6.4614,4.8078,49.8363,47.0683,47.2301,30.6687,1150.9658,45.2673
1978,12/2/2020 9:00,95.9608,6.49,4.9055,53.5983,48.3497,58.4078,37.553,1250.5493,45.9532
1979,12/2/2020 10:00,96.6126,6.5309,5.274,69.5314,58.3017,57.1887,39.424,1325.5989,53.7409
1980,12/2/2020 11:00,69.1376,6.6365,7.3037,81.8054,68.6717,32.751,36.3866,1139.0342,60.9455
1981,12/2/2020 12:00,61.7244,6.5936,10.1841,65.4313,58.4565,24.4394,37.2851,966.25,52.3194
1982,12/2/2020 13:00,66.5198,6.6469,16.5907,81.2163,68.0042,24.443,42.0768,1049.5832,59.2904
1983,12/2/2020 14:00,78.9867,6.7045,26.705,72.6339,63.6007,20.5339,58.4528,1182.0264,57.1942
1984,12/2/2020 15:00,112.8018,7.0499,25.302,88.2553,75.3021,32.6467,80.1552,1465.7954,67.8643
1985,12/2/2020 16:00,93.9226,7.2186,24.4056,103.4455,88.3107,20.6639,73.2586,1401.354,79.8308
1986,12/2/2020 17:00,110.9274,7.1829,21.707,111.8612,93.1974,22.9676,87.9597,1498.8068,83.834
1987,12/2/2020 18:00,121.0025,7.4525,16.4479,136.8648,111.4437,24.7141,96.2884,1699.3561,100.2469
1988,12/2/2020 19:00,149.6907,7.2063,14.4263,133.5476,104.5973,49.5766,100.1141,1988.8069,94.5675
1989,12/2/2020 20:00,70.621,6.994,22.7619,80.4446,61.2021,9.1796,61.4414,1077.8978,55.0103
1990,12/2/2020 21:00,44.2801,7.0581,26.3485,57.2515,44.8032,3.9648,40.3154,692.7841,39.2813
1991,12/2/2020 22:00,33.8575,6.776,27.6814,50.6423,40.7704,2.37,31.4875,702.0455,36.2288
1992,12/2/2020 23:00,31.2094,6.8618,25.1315,42.75,37.1117,1.9984,29.211,606.5151,33.2166
1993,00:00 13/02/2020,42.0089,6.7747,20.3903,56.5094,49.2807,6.3518,35.6571,668.5038,43.7975
1994,01:00 13/02/2020,27.7195,6.8072,25.3523,64.5663,58.4983,1.9172,25.8023,544.2803,53.0166
1995,02:00 13/02/2020,24.3289,6.7955,27.0284,44.9186,40.7059,1.8587,22.4701,527.0833,36.6935
1996,03:00 13/02/2020,29.0421,6.8532,30.8008,32.3345,27.2299,1.4098,27.6322,421.7803,24.4915
1997,04:00 13/02/2020,45.4622,7.8156,18.4012,443.9137,395.54,8.7114,36.7507,908.8637,350.9863
1998,05:00 13/02/2020,38.5424,9.3201,16.6644,437.7159,393.9339,6.1461,32.3963,947.4053,356.9315
1999,06:00 13/02/2020,29.4611,7.956,12.731,130.734,120.5801,2.8656,26.5956,849.3939,111.0895
2000,07:00 13/02/2020,30.176,7.4542,12.2372,62.6382,58.3833,3.1441,27.0319,890.3599,54.2558
2001,08:00 13/02/2020,60.9019,7.1426,7.545,67.2977,60.8136,26.382,34.52,1325.0378,56.3909
2002,09:00 13/02/2020,137.8214,7.6748,6.1683,117.9049,103.0887,101.3552,36.4663,1855.4167,90.601
2003,10:00 13/02/2020,134.0931,7.595,6.8557,110.5069,100.7019,83.0441,51.0491,1732.5947,91.8282
2004,11:00 13/02/2020,117.2556,8.0084,6.8884,126.6647,103.1692,59.6487,57.6069,1356.0038,89.4852
2005,12:00 13/02/2020,77.5689,7.2748,10.3598,90.6505,82.1857,33.7097,43.8591,1067.481,74.1665
2006,13:00 13/02/2020,107.9086,7.1595,10.6397,87.599,79.6949,50.4748,57.4339,1199.7348,71.4478
2007,14:00 13/02/2020,154.4285,7.3779,10.262,83.2845,77.5775,77.4268,77.0017,1638.8257,72.1609
2008,15:00 13/02/2020,62.3935,6.9407,20.6822,36.6171,33.6046,17.7974,44.5961,719.2649,31.7146
2009,16:00 13/02/2020,78.1285,6.8259,23.183,39.9629,34.1786,23.9088,54.2197,670.303,31.137
2010,17:00 13/02/2020,76.003,6.4749,17.4353,38.8913,32.25,19.8681,56.1349,732.1023,28.9659
2011,18:00 13/02/2020,87.1193,6.6421,13.5931,71.6233,51.4165,30.5979,56.5214,888.0492,44.6297
2012,19:00 13/02/2020,68.0549,6.6751,20.4277,59.5647,47.8067,15.9925,52.0624,707.1401,43.2151
2013,20:00 13/02/2020,59.7328,6.7149,23.3447,46.5757,34.7751,13.8022,45.9306,788.3333,29.332
2014,21:00 13/02/2020,35.1343,6.591,27.533,37.614,30.0303,3.5827,31.5516,591.6098,25.1079
2015,22:00 13/02/2020,35.6619,6.708,22.6613,34.513,30.0164,3.4194,32.2425,746.6288,26.379
2016,23:00 13/02/2020,39.0276,6.6218,15.5254,29.8112,25.4845,3.2018,35.8258,766.3258,22.5558
2017,00:00 14/02/2020,51.1225,6.7942,8.635,32.7805,27.3593,9.5741,41.5484,817.5947,24.3693
2018,01:00 14/02/2020,46.3986,7.0477,11.7508,54.5789,47.2441,4.6965,41.7021,648.2197,42.0627
2019,02:00 14/02/2020,26.0278,7.485,17.7885,54.0573,48.5963,2.1111,23.9167,597.9924,43.5347
2020,03:00 14/02/2020,21.623,7.4754,19.8182,32.7845,26.2268,1.7388,19.8843,310.1705,23.4684
2021,04:00 14/02/2020,20.9929,7.6388,25.5114,38.5941,34.3015,1.863,19.1299,342.5758,31.8907
2022,05:00 14/02/2020,28.7358,7.7198,16.8982,65.2685,57.2806,2.2276,26.5081,411.3258,52.0302
2023,06:00 14/02/2020,44.318,7.9911,12.0979,80.8356,69.0627,4.3219,39.996,515.2273,62.2759
2024,07:00 14/02/2020,47.0747,7.8039,15.2121,58.2574,51.666,11.8032,35.2715,608.6553,46.8415
2025,08:00 14/02/2020,47.4038,8.1172,13.1337,39.368,35.4579,10.2177,37.1861,540.2841,33.1495
2026,09:00 14/02/2020,112.7537,7.8498,14.5994,35.316,32.0223,55.6874,57.0663,905.3788,30.3472
2027,10:00 14/02/2020,105.5171,7.8672,11.4631,35.5896,31.1207,53.4357,52.0813,1028.9584,29.4956
2028,11:00 14/02/2020,95.2111,7.5777,12.3654,29.412,24.9978,45.0646,50.1465,726.6667,23.5152
2029,12:00 14/02/2020,78.0141,7.6241,10.8819,28.4834,23.8988,30.2318,47.7823,604.0341,22.4101
2030,13:00 14/02/2020,76.1954,7.7021,14.6558,28.5723,23.9318,29.8877,46.3077,604.2424,22.3802
2031,14:00 14/02/2020,53.2758,7.7848,28.0727,31.9302,24.9405,19.0733,34.2025,416.4394,22.8308
2032,15:00 14/02/2020,43.3074,8.086,34.3179,41.9609,28.8975,10.9161,32.3913,448.3144,25.7253
2033,16:00 14/02/2020,57.7615,8.4002,36.2174,64.7553,33.9994,13.5482,44.2133,441.7614,27.5244
2034,17:00 14/02/2020,69.2616,7.6249,37.911,75.8018,36.834,18.788,50.4736,478.7311,28.6897
2035,18:00 14/02/2020,51.45,7.8425,30.504,81.4728,39.3593,10.9575,40.4924,522.5189,29.2483
2036,19:00 14/02/2020,45.2086,8.3256,29.9924,63.4474,30.0631,7.8358,37.3728,617.6705,22.2282
2037,20:00 14/02/2020,54.5199,7.9933,23.512,74.3647,34.5906,10.6256,43.8943,612.4621,25.3023
2038,21:00 14/02/2020,36.2625,7.9018,26.7979,61.054,30.4389,4.3828,31.8796,593.0114,22.6352
2039,22:00 14/02/2020,30.4221,7.6323,25.8595,37.4382,26.9277,2.5275,27.8946,617.5189,22.5747
2040,23:00 14/02/2020,37.2093,7.5569,21.9632,46.5948,31.1341,3.1185,34.0908,551.7614,25.3799
2041,00:00 15/02/2020,41.344,7.498,19.3948,65.3295,43.9208,3.5697,37.7743,554.0909,36.3565
2042,01:00 15/02/2020,27.4614,7.6102,20.6916,31.3306,27.1728,2.2199,25.2415,547.2159,24.5819
2043,02:00 15/02/2020,23.2717,7.5105,22.0278,42.6675,38.3302,1.8628,21.4089,366.6667,35.3754
2044,03:00 15/02/2020,23.358,7.855,21.4514,73.907,67.6039,1.7231,21.6348,412.3864,62.6397
2045,04:00 15/02/2020,23.9877,7.8745,17.1024,54.1637,43.9255,2.0551,21.9327,422.3295,38.929
2046,05:00 15/02/2020,18.4352,8.4413,19.6412,93.467,83.2443,1.8084,16.6268,390.2462,75.1994
2047,06:00 15/02/2020,22.3216,8.1943,21.1758,64.706,52.0653,2.2431,20.0785,394.0909,45.5165
2048,07:00 15/02/2020,29.1592,8.2004,16.6972,40.4532,31.6036,3.8698,25.2894,356.2311,27.2285
2049,08:00 15/02/2020,33.5102,8.2004,16.065,36.078,27.1822,5.8521,27.658,490.8712,22.707
2050,09:00 15/02/2020,59.301,7.9924,14.0081,39.8833,30.5446,18.9106,40.3904,755.4356,25.8572
2051,10:00 15/02/2020,71.5453,8.0253,11.1887,44.0874,32.1995,27.1303,44.4149,855.8712,27.0013
2052,11:00 15/02/2020,87.7126,8.2042,14.3763,51.0744,36.4894,38.5358,49.1768,809.1146,30.8242
2053,12:00 15/02/2020,94.8757,8.5549,13.4665,72.68,56.6973,42.7212,52.1545,1199.5265,51.1912
2054,13:00 15/02/2020,106.5707,10.3142,21.6566,62.6831,45.5545,43.587,62.9837,969.3372,40.1114
2055,14:00 15/02/2020,60.7352,16.7397,43.0639,94.1869,46.2567,14.7845,45.9508,565.3409,37.2496
2056,15:00 15/02/2020,88.0466,28.6368,51.1537,164.7129,60.5205,19.2164,68.8302,1201.0795,42.6746
2057,16:00 15/02/2020,66.8592,16.5789,53.5314,173.2611,57.788,14.5977,52.2615,540.4545,38.599
2058,17:00 15/02/2020,64.5865,12.3929,45.8998,163.3418,50.2565,11.5737,53.0128,1745.3219,31.4755
2059,18:00 15/02/2020,72.329,11.5011,36.9642,149.5113,44.0986,19.1815,53.1476,810.947,26.512
2060,19:00 15/02/2020,58.9516,11.9063,31.9531,116.3069,40.0662,8.6613,50.2903,814.8675,27.1456
2061,20:00 15/02/2020,55.3079,11.4682,22.4385,117.2809,49.1675,6.4009,48.907,762.0455,36.7284
2062,21:00 15/02/2020,45.1432,10.0207,21.6797,82.2206,48.3018,5.0574,40.0858,682.8646,40.9705
2063,22:00 15/02/2020,41.4523,9.1849,17.8262,75.8765,54.8432,4.1426,37.3097,918.0683,48.5188
2064,23:00 15/02/2020,35.1258,8.882,14.5977,66.4141,40.0218,4.0279,31.0979,697.9356,32.1778
2065,00:00 16/02/2020,39.1496,8.9652,13.5632,85.1224,56.5166,8.1127,31.0369,679.8106,44.886
2066,01:00 16/02/2020,42.1541,10.4308,16.2066,136.5015,101.7221,5.4702,36.6838,602.2159,86.8137
2067,02:00 16/02/2020,11.9268,12.6286,34.2013,56.1381,28.6593,1.6963,10.2305,515.0189,22.6425
2068,03:00 16/02/2020,8.9372,12.1793,35.352,28.9788,20.9864,1.5609,7.3764,517.7462,19.0772
2069,04:00 16/02/2020,6.0963,12.0835,39.5604,19.03,13.5835,0.8225,5.2738,500.2273,12.3745
2070,05:00 16/02/2020,7.2535,11.9102,45.4881,15.5094,10.3017,1.3041,5.9494,465.5871,9.1692
2071,06:00 16/02/2020,31.8087,36.917,38.562,19.2126,12.9598,10.0342,21.7746,474.3561,11.6497
2072,07:00 16/02/2020,37.1751,41.5872,34.7303,18.6974,13.2766,13.1316,24.0435,523.1424,11.9572
2073,08:00 16/02/2020,42.3474,37.6579,32.8007,17.9645,12.9191,14.88,27.4674,560.9896,11.689
2074,09:00 16/02/2020,51.2317,26.0204,30.8232,21.1975,11.6979,19.5762,31.6556,549.0151,10.0838
2075,10:00 16/02/2020,32.3553,17.5292,39.6169,28.1275,14.9057,8.3425,24.0128,550.8523,12.4043
2076,11:00 16/02/2020,38.0801,12.6434,50.5719,79.3896,23.7677,13.0098,25.0703,484.4129,16.3868
2077,12:00 16/02/2020,41.6738,13.9508,53.2473,68.8139,18.118,12.9451,28.7286,442.2743,11.3266
2078,13:00 16/02/2020,45.3535,12.8943,53.914,56.1271,17.1798,13.3226,32.0309,480.7008,11.7343
2079,14:00 16/02/2020,33.8632,15.298,60.7963,38.2984,13.7467,8.2952,25.5679,376.7046,9.816
2080,15:00 16/02/2020,68.8099,30.8139,52.7749,49.2422,16.389,28.7946,40.0153,592.1969,11.3075
2081,16:00 16/02/2020,45.307,20.5884,60.6121,65.088,22.6411,11.36,33.9469,431.7535,16.0718
2082,17:00 16/02/2020,39.8747,12.9943,66.6783,64.6102,20.9697,9.4293,30.4454,469.3056,14.27
2083,18:00 16/02/2020,38.1509,11.3477,64.1283,74.249,28.9719,7.4632,30.6877,515.7576,21.3132
2084,19:00 16/02/2020,72.0991,10.0343,48.9292,111.9524,49.3283,23.3633,48.7358,846.1932,38.5606
2085,20:00 16/02/2020,32.3276,9.1845,55.1628,85.3729,32.879,4.5292,27.7984,556.1553,24.4879
2086,21:00 16/02/2020,19.4459,8.8342,54.6834,66.6673,31.5869,1.9832,17.4627,516.9271,25.7744
2087,22:00 16/02/2020,20.1187,8.9449,49.1767,68.0033,37.8225,1.9249,18.1938,515.6439,32.1546
2088,23:00 16/02/2020,19.5816,14.4495,54.5644,50.8345,36.0762,1.2151,18.3665,429.4508,32.5219
2089,00:00 17/02/2020,16.5373,12.9775,61.2901,28.7627,20.6375,1.1055,15.4318,329.5455,18.5303
2090,01:00 17/02/2020,11.4759,11.3177,67.4375,22.3544,14.7259,0.4619,11.014,276.8403,12.715
2091,02:00 17/02/2020,10.1517,9.0503,61.7178,21.3893,14.7828,0.4308,9.7208,249.0451,12.8799
2092,03:00 17/02/2020,12.146,9.1858,55.681,23.7513,16.4369,0.483,11.663,278.106,14.2533
2093,04:00 17/02/2020,13.6779,8.928,48.4633,26.7511,19.733,0.6913,12.9866,292.4811,17.43
2094,05:00 17/02/2020,9.393,8.5258,52.2613,31.3428,25.5735,0.4329,8.9601,303.4091,23.7566
2095,06:00 17/02/2020,10.7773,9.1186,49.9877,32.4526,27.4729,0.5998,10.1776,297.5758,25.4322
2096,07:00 17/02/2020,23.5875,14.5929,42.8457,33.2798,24.7434,4.2793,19.3082,390.7197,22.5015
2097,08:00 17/02/2020,32.9525,14.8425,35.4676,41.0892,24.0766,7.2078,25.7447,501.2689,20.4257
2098,09:00 17/02/2020,104.7732,13.8493,20.2056,86.4194,35.0802,48.2325,56.5407,677.7083,26.951
2099,10:00 17/02/2020,90.9675,10.7419,34.4939,73.8619,37.6112,37.8047,53.1628,631.875,29.9788
2100,11:00 17/02/2020,37.3629,10.4182,44.7559,87.6887,47.9484,9.276,28.0869,392.8788,40.3558
2101,12:00 17/02/2020,62.4654,11.9327,45.5521,63.0115,32.219,23.1686,39.2968,402.2727,26.5071
2102,13:00 17/02/2020,75.6679,10.9963,48.1065,108.0471,36.6414,30.8269,44.841,420.7765,26.1312
2103,14:00 17/02/2020,32.3722,13.6539,68.363,88.7931,31.0768,7.2181,25.154,312.8599,22.2861
2104,15:00 17/02/2020,69.5832,33.8459,56.3109,112.9134,37.3615,20.6995,48.8836,503.1061,25.9167
2105,16:00 17/02/2020,75.2351,35.253,56.5898,148.5612,45.1075,21.6394,53.5957,681.9129,28.9863
2106,17:00 17/02/2020,122.7283,64.5272,38.6298,176.9465,60.0838,44.4383,78.2901,536.9767,39.8297
2107,18:00 17/02/2020,169.6094,59.3268,22.8447,286.8186,70.0981,72.5177,97.0916,781.0796,35.1585
2108,19:00 17/02/2020,112.0888,36.6873,35.7884,178.7836,61.1215,31.0582,81.0306,670.5682,41.3109
2109,20:00 17/02/2020,93.4867,38.1784,41.5313,168.9781,62.0671,17.339,76.1477,582.1402,43.8974
2110,21:00 17/02/2020,73.5305,26.426,39.2932,161.2842,61.5303,10.1702,63.3603,577.5379,44.3721
2111,22:00 17/02/2020,52.6782,28.363,48.1756,82.7958,50.265,7.3623,45.3159,538.7121,42.9434
2112,23:00 17/02/2020,45.3407,25.8622,48.9419,66.0746,45.054,3.3392,42.0015,436.4015,39.447
2113,00:00 18/02/2020,43.4244,22.461,40.9238,80.499,54.6116,3.082,40.3424,451.3447,46.6826
2114,01:00 18/02/2020,34.5284,17.0134,44.9078,125.543,98.4413,0.8077,33.7207,506.9792,85.8818
2115,02:00 18/02/2020,22.972,15.0744,52.0181,58.9192,48.6619,0.7281,22.2439,364.3371,44.1556
2116,03:00 18/02/2020,20.7806,11.9236,54.9215,55.896,45.8341,0.4538,20.3268,379.0341,41.8234
2117,04:00 18/02/2020,22.8344,11.1245,51.5677,56.505,49.1726,0.4302,22.4042,438.5038,46.0365
2118,05:00 18/02/2020,22.9546,11.3148,51.3343,57.504,48.5978,0.9475,22.0071,384.4697,45.0776
2119,06:00 18/02/2020,23.8044,17.5756,47.5704,51.1214,42.9918,1.3514,22.453,426.0038,39.5764
2120,07:00 18/02/2020,26.0411,17.6427,39.0731,67.8053,51.4195,1.6486,24.3925,605.644,46.8272
2121,08:00 18/02/2020,42.6163,18.3803,29.7241,61.8759,49.8247,4.9696,37.6467,635.8148,45.9398
2122,09:00 18/02/2020,74.7934,13.7562,20.514,100.9564,61.3384,25.1183,49.6751,756.7803,52.6019
2123,10:00 18/02/2020,66.2691,13.3276,29.8802,122.9784,69.6233,15.0657,51.2034,752.4622,58.7465
2124,11:00 18/02/2020,68.8534,19.6374,51.4567,108.3081,55.2345,17.4515,51.402,661.7803,45.3377
2125,12:00 18/02/2020,81.0287,34.7642,67.0197,88.6338,43.3243,18.4169,62.6118,700.1515,35.4481
2126,13:00 18/02/2020,95.4332,33.5638,79.341,115.2777,43.4759,24.5979,70.8353,692.3106,32.9259
2127,14:00 18/02/2020,59.3884,30.2302,110.6354,85.7587,37.6618,7.9298,51.4586,468.4849,29.5337
2128,15:00 18/02/2020,40.6157,21.5107,145.3012,101.7995,37.1342,5.5072,35.1085,368.5227,26.9131
2129,16:00 18/02/2020,77.9,25.5009,124.5836,121.4086,47.3512,7.8349,70.0651,444.0451,34.2888
2130,17:00 18/02/2020,93.8886,22.9493,110.1327,165.3292,55.8193,12.6242,81.2643,498.9015,36.6078
2131,18:00 18/02/2020,121.2446,25.9974,84.7683,194.141,62.0135,17.6545,103.5901,656.4015,38.5349
2132,19:00 18/02/2020,104.4566,14.2554,85.681,178.8624,65.889,7.3531,97.1035,628.1061,42.262
2133,20:00 18/02/2020,94.3351,14.752,70.6875,165.1656,87.6562,3.4001,90.9349,858.2576,68.5503
2134,21:00 18/02/2020,93.6931,12.5134,48.2763,157.5434,97.1616,3.4292,90.264,933.3333,82.819
2135,22:00 18/02/2020,26.9971,10.7441,92.6935,73.1265,44.067,1.0143,25.9828,580,37.4453
2136,23:00 18/02/2020,25.9797,12.1468,86.5431,37.6524,29.0404,0.7463,25.2334,407.803,26.1476
2137,00:00 19/02/2020,42.1342,10.3666,66.4586,51.8354,36.1978,1.4896,40.6446,534.6023,31.5151
2138,01:00 19/02/2020,43.5625,9.3071,58.5344,51.2024,38.6306,1.1938,42.3687,597.9735,34.4992
2139,02:00 19/02/2020,38.4374,9.5364,57.16,53.6938,40.437,1.2155,37.2219,547.0833,35.7908
2140,03:00 19/02/2020,39.5565,10.3627,49.2169,65.1938,52.3582,1.7483,37.8082,459.5265,46.8589
2141,04:00 19/02/2020,31.6724,9.6703,49.9342,55.4069,45.301,0.9912,30.6812,370.5492,39.9195
2142,05:00 19/02/2020,30.5022,10.8667,44.7549,52.4954,43.7917,1.515,28.9872,482.803,39.7189
2143,06:00 19/02/2020,58.99,12.9913,20.0419,67.2158,53.3958,2.6638,56.3263,559.0152,48.1805
2144,07:00 19/02/2020,52.0733,17.1015,27.5752,77.3699,58.637,3.2326,48.8407,693.4848,52.7143
2145,08:00 19/02/2020,46.8381,17.8373,36.9924,67.6189,52.3105,3.9331,42.9049,762.3296,46.9156
2146,09:00 19/02/2020,71.1697,17.579,30.8189,106.5075,61.8233,13.2136,57.9561,792.5568,51.829
2147,10:00 19/02/2020,67.2728,17.6219,33.5912,188.4102,133.721,8.975,58.2978,1034.7538,119.1946
2148,11:00 19/02/2020,82.9966,17.8854,27.8876,170.9818,116.7631,16.6493,66.3473,894.356,102.7253
2149,12:00 19/02/2020,107.8283,30.3957,31.3096,123.0763,68.6047,26.6443,81.184,612.2917,56.0565
2150,13:00 19/02/2020,98.0366,28.3292,43.2772,115.5004,58.5518,21.0993,76.9372,631.2121,47.114
2151,14:00 19/02/2020,91.412,30.833,46.6057,107.3804,62.4379,13.5738,77.8382,624.9432,51.7504
2152,15:00 19/02/2020,89.2453,32.9398,61.3034,114.7668,74.1296,14.0107,75.2346,662.5,64.0373
2153,16:00 19/02/2020,88.9634,29.4077,73.9851,132.8234,73.433,10.6885,78.2748,783.2955,59.1626
2154,17:00 19/02/2020,137.0034,36.5235,58.5357,145.3447,74.4734,25.7339,111.2695,830.6439,57.1501
2155,18:00 19/02/2020,157.5931,36.6864,42.4236,216.6888,99.4064,27.7358,129.8573,1198.466,74.7345
2156,19:00 19/02/2020,129.6944,29.2335,43.3974,188.9266,95.4069,15.3793,114.3151,1048.4848,73.9212
2157,20:00 19/02/2020,119.6455,18.1636,37.0138,162.2558,105.0317,13.5685,106.077,1164.5456,88.7957
2158,21:00 19/02/2020,121.8477,16.3388,40.7436,154.0047,109.3828,19.9599,101.8877,998.8258,95.1143
2159,22:00 19/02/2020,89.6098,19.2222,33.1675,134.484,99.5958,5.9983,83.6115,897.1212,87.2863
2160,23:00 19/02/2020,103.911,18.8747,14.7484,123.3021,97.7654,4.2699,99.6411,802.1402,88.0598
2161,00:00 20/02/2020,95.6629,16.7639,10.4806,128.8757,109.8807,4.596,91.0669,885.3599,100.9068
2162,01:00 20/02/2020,120.0874,14.3381,7.7874,221.3144,203.8157,10.5639,109.5236,907.9167,191.6879
2163,02:00 20/02/2020,95.2522,14.3017,10.3452,145.5746,132.8425,8.1458,87.1064,625.4545,124.3939
2164,03:00 20/02/2020,31.3058,13.6071,31.9583,80.5484,72.7615,2.1539,29.1519,382.4242,66.3819
2165,04:00 20/02/2020,26.2208,11.3421,33.6311,58.7442,51.4322,2.2149,24.006,347.6894,46.1196
2166,05:00 20/02/2020,69.8936,12.6178,27.2643,74.1259,61.5283,20.5502,49.3434,441.25,54.5815
2167,06:00 20/02/2020,37.8756,14.1921,16.5768,88.6911,73.1095,4.5706,33.305,456.4015,62.2905
2168,07:00 20/02/2020,50.1832,11.9609,12.8807,82.1417,69.8588,6.4407,43.7424,622.6136,62.1727
2169,08:00 20/02/2020,100.4679,12.2759,6.2517,94.1817,83.0971,32.8838,67.5841,798.2576,75.7329
2170,09:00 20/02/2020,144.249,12.6347,8.9899,243.5057,202.4808,68.4632,75.7858,1563.5227,188.9492
2171,10:00 20/02/2020,68.3945,13.244,11.7693,322.4374,282.5176,18.4617,49.9327,1560.0379,269.1709
2172,11:00 20/02/2020,77.8158,14.5149,14.5406,312.3412,286.118,22.5579,55.2579,1642.0455,274.447
2173,12:00 20/02/2020,105.6726,16.9052,15.4374,278.22,247.6093,34.4695,71.2032,1527.7842,234.0272
2174,13:00 20/02/2020,88.7167,20.5126,23.3608,242.3709,209.6998,22.6052,66.1114,1299.948,196.1675
2175,14:00 20/02/2020,83.2405,25.0293,32.3272,254.2167,209.6559,22.3378,60.9027,1117.1212,187.1736
2176,15:00 20/02/2020,65.2883,21.8885,60.1173,241.2728,207.8611,7.6238,57.6645,1034.2557,187.2538
2177,16:00 20/02/2020,67.0371,16.0693,64.6709,228.9516,198.2466,6.216,60.8211,943.9394,179.3801
2178,17:00 20/02/2020,64.9479,14.0291,69.5588,208.8855,179.2156,5.7043,59.2436,863.125,160.7254
2179,18:00 20/02/2020,75.1508,13.3688,60.9632,208.6611,172.1228,6.1043,69.0465,928.788,153.8807
2180,19:00 20/02/2020,78.6443,12.2919,49.8455,201.0954,167.2944,9.075,69.5693,963.9773,151.7817
2181,20:00 20/02/2020,81.3297,10.8121,28.1652,203.5736,184.5138,8.7189,72.6108,1087.5757,171.6657
2182,21:00 20/02/2020,86.3424,10.2738,16.2567,229.096,210.4305,7.9834,78.359,1212.5521,196.8066
2183,22:00 20/02/2020,86.2609,10.0429,10.1143,217.0072,199.7468,7.2137,79.0473,1319.6401,187.1798
2184,23:00 20/02/2020,85.721,10.2297,7.5641,217.2636,200.6118,8.4816,77.2394,1341.4015,188.1452
2185,00:00 21/02/2020,74.8897,10.2349,8.6597,213.3865,195.6512,4.8396,70.0501,1271.2123,183.1893
2186,01:00 21/02/2020,80.2658,9.9178,7.1886,233.4156,216.8897,7.5533,72.7125,1223.1771,202.8806
2187,02:00 21/02/2020,61.3879,9.8503,11.3037,285.5602,266.8573,5.1257,56.2622,1264.9999,249.6058
2188,03:00 21/02/2020,72.112,11.4933,14.5153,628.2827,587.212,18.8832,53.2288,1451.4014,542.0073
