STT,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},Atmospheric pressure(hPa},InnerTemp(oC},,,,,
10738,14:00 17/04/2025,2.6292,8.1158,33.0858,132.8992,59.2058,0.1817,2.5275,2526.145,1004.2558,31.0592,,,,,
10739,15:00 17/04/2025,2.4983,9.3225,34.1617,156.0292,61.1992,0.0817,3.1108,2839.22,1003.2142,32.595,,,,,
10740,16:00 17/04/2025,0.2483,8.8092,52.33,145.9658,61.4292,0.0142,1.3918,2036.9392,1002.5067,31.655,,,,,
10741,17:00 17/04/2025,0.3742,7.1258,45.295,135.465,53.2625,0.0,1.5183,2416.7767,1002.5467,30.1217,,,,,
10742,18:00 17/04/2025,0.2908,5.2417,31.95,139.8183,47.0883,0.0,1.5042,2526.4067,1002.6958,27.6275,,,,,
10743,19:00 17/04/2025,0.2325,5.6767,24.2683,136.5992,43.1092,0.0,1.5008,2401.1217,1003.1583,28.3192,,,,,
10744,20:00 17/04/2025,1.2142,6.175,19.8217,141.1192,50.4075,0.2833,1.8833,2579.325,1003.4633,28.5433,,,,,
10745,21:00 17/04/2025,0.7467,6.29,19.7708,155.2517,50.2392,0.0525,1.8208,2305.3833,1004.3025,28.6008,,,,,
10746,22:00 17/04/2025,2.2092,5.8408,17.3733,136.3425,47.7008,0.5058,2.4175,2774.1075,1004.8258,27.8375,,,,,
10747,23:00 17/04/2025,2.5317,4.9467,16.9483,100.7392,39.4258,0.4642,2.5083,2736.385,1005.3717,26.5567,,,,,
10748,00:00 18/04/2025,0.38,4.3483,24.8525,89.6958,32.4683,0.0,1.5817,2141.535,1004.9292,25.8258,,,,,
10749,01:00 18/04/2025,0.105,5.5075,18.9983,90.1017,30.0142,0.0,1.2675,1987.6342,1004.3892,28.1992,,,,,
10750,02:00 18/04/2025,0.2983,5.39,18.6383,115.5275,43.505,0.0158,1.3525,1892.9425,1004.1392,28.4167,,,,,
10751,03:00 18/04/2025,0.3567,5.1883,15.5867,135.4842,47.9942,0.0,1.5817,1899.0217,1003.9808,28.4908,,,,,
10752,04:00 18/04/2025,0.0383,5.0867,25.5842,139.855,53.2417,0.0,1.3308,1860.8225,1003.8767,27.8675,,,,,
10753,05:00 18/04/2025,0.1208,5.0425,30.7317,139.315,47.9725,0.0,1.0917,1880.8675,1004.1725,27.0333,,,,,
10754,06:00 18/04/2025,0.0992,4.6275,26.2042,155.7942,47.625,0.0,1.2125,2032.7133,1004.385,26.675,,,,,
10755,07:00 18/04/2025,0.0375,5.1625,16.7858,145.6075,46.8583,0.0,1.2108,2123.1825,1004.9417,28.1975,,,,,
10756,08:00 18/04/2025,0.7217,6.0433,8.8033,122.36,51.915,0.0,1.8558,2949.0392,1005.8225,28.3775,,,,,
10757,09:00 18/04/2025,0.6458,6.2242,13.3017,128.6225,50.1667,0.115,1.69,2775.61,1006.5242,28.5667,,,,,
10758,10:00 18/04/2025,0.0567,5.4925,24.3583,115.1,46.6425,0.0,1.315,2354.2942,1006.8467,28.0875,,,,,
10759,11:00 18/04/2025,0.9383,5.78,25.8283,94.195,41.6583,0.0283,1.8792,2415.1092,1006.7767,27.41,,,,,
10760,12:00 18/04/2025,0.0033,5.31,38.6092,110.4967,43.8983,0.0,1.2008,2198.8475,1006.0292,27.3892,,,,,
10761,13:00 18/04/2025,0.1717,6.3525,66.235,99.7467,43.4533,0.0,1.4058,2290.5358,1004.6742,28.4725,,,,,
10762,14:00 18/04/2025,0.8667,7.4742,85.89,96.335,43.2025,0.0,1.9533,2277.9708,1003.3908,29.2033,,,,,
10763,15:00 18/04/2025,0.6275,8.0583,90.155,95.7283,47.7842,0.0,1.8317,2236.9125,1002.1917,29.925,,,,,
10764,16:00 18/04/2025,0.5742,7.6358,83.2417,105.1833,55.9258,0.0,1.71,2282.2542,1001.265,29.0942,,,,,
10765,17:00 18/04/2025,0.465,5.8775,79.8533,97.5033,48.0167,0.1242,1.3973,2417.3142,1001.0342,27.0717,,,,,
10766,18:00 18/04/2025,1.6617,5.77,58.4036,99.9908,41.1375,0.2858,2.25,3835.0017,1001.9983,26.9283,,,,,
10767,19:00 18/04/2025,1.0692,5.7833,30.822,101.2292,39.4025,0.3208,1.7217,3391.7233,1002.46,28.0408,,,,,
10768,20:00 18/04/2025,0.8675,5.6242,17.3417,98.5983,41.9525,0.0508,2.03,2779.4192,1003.1458,28.495,,,,,
10769,21:00 18/04/2025,0.5558,5.855,22.845,85.4767,37.9083,0.0,1.8875,2259.2908,1003.6492,28.6,,,,,
10770,22:00 18/04/2025,0.3633,5.365,31.9225,82.7833,39.2842,0.0,1.6975,2080.6192,1004.4858,27.6525,,,,,
10771,23:00 18/04/2025,0.5908,4.64,27.2025,78.1375,34.28,0.095,1.4858,2238.86,1005.0933,26.6225,,,,,
10772,00:00 19/04/2025,0.0,4.7117,26.8833,82.1042,31.3617,0.0,1.1508,2045.64,1004.5992,26.2033,,,,,
10773,01:00 19/04/2025,0.3125,5.3483,17.4,80.3558,28.47,0.0,1.5583,2034.835,1003.9683,28.2108,,,,,
10774,02:00 19/04/2025,0.2408,5.595,22.545,78.6433,34.1942,0.0,1.6825,2039.4325,1003.5883,28.4708,,,,,
10775,03:00 19/04/2025,0.4192,5.0192,18.2825,75.815,41.7108,0.0,1.875,2022.7817,1003.0925,28.6075,,,,,
10776,04:00 19/04/2025,0.1392,5.2375,27.3425,68.3667,45.355,0.0,1.525,2031.7108,1003.0383,28.055,,,,,
10777,05:00 19/04/2025,0.0325,4.3958,31.0275,64.1825,43.6667,0.0,1.2408,2037.4858,1003.2317,26.7892,,,,,
10778,06:00 19/04/2025,1.4667,4.91,22.3864,69.955,39.1467,0.7075,1.6475,2254.8883,1003.7308,26.1758,,,,,
10779,07:00 19/04/2025,0.1192,5.4,25.2392,60.6825,31.8542,0.0,1.3975,2085.0467,1004.6725,28.1667,,,,,
10780,08:00 19/04/2025,0.2425,5.805,36.3225,64.1792,36.0317,0.0,1.5992,2296.1817,1005.6717,28.515,,,,,
10781,09:00 19/04/2025,0.4717,6.1342,48.0342,71.2358,42.9708,0.0,1.7817,2697.235,1006.5667,28.5667,,,,,
10782,10:00 19/04/2025,0.3942,6.0292,76.0658,89.2933,48.32,0.0,1.7475,2698.6033,1006.9558,27.2617,,,,,
10783,11:00 19/04/2025,0.6942,5.6825,107.2992,90.68,45.59,0.0,2.0192,2986.4217,1006.8875,25.9183,,,,,
10784,12:00 19/04/2025,0.5308,6.8058,147.2525,86.2933,43.1825,0.0,1.8792,3090.0225,1006.2367,27.0175,,,,,
10785,13:00 19/04/2025,0.6808,7.6958,153.87,101.1767,49.9092,0.0,1.9783,2941.275,1005.1933,28.2692,,,,,
10786,14:00 19/04/2025,0.6175,8.1575,140.7833,123.2683,63.6225,0.0,1.9892,2701.3817,1004.0067,29.0992,,,,,
10787,15:00 19/04/2025,2.0258,9.5067,120.5158,115.6708,62.1933,0.0525,3.0442,3078.7533,1002.8542,29.7617,,,,,
10788,16:00 19/04/2025,1.2292,8.47,119.4475,105.465,56.9283,0.0208,2.3975,2408.3117,1001.935,29.4242,,,,,
10789,17:00 19/04/2025,2.7867,6.7025,73.9725,95.1125,49.975,0.1983,3.4158,3079.7825,1001.3983,27.3367,,,,,
10790,18:00 19/04/2025,0.5825,5.8067,70.5067,78.9675,36.7583,0.0208,1.6908,2372.9783,1001.6583,26.7858,,,,,
